iter	Logloss
353	0.3294111151
354	0.3291729534
355	0.3288597161
356	0.3286411846
357	0.3284664237
358	0.3281977289
359	0.3279952231
360	0.327834549
361	0.3275851282
362	0.3274473784
363	0.3272267586
364	0.3270748783
365	0.3268195435
366	0.326644931
367	0.3264929943
368	0.326335692
369	0.3261441029
370	0.3259251495
371	0.3257199649
372	0.3254886045
373	0.3253464187
374	0.325073597
375	0.3248164092
376	0.3246401209
377	0.3244430464
378	0.3242669285
379	0.323928597
380	0.3235438971
381	0.3232425418
382	0.3229474262
383	0.3228393841
384	0.3226438769
385	0.322371824
386	0.3222304938
387	0.3219455251
388	0.3217552017
389	0.3213833493
390	0.3212142557
391	0.3210969371
392	0.320851965
393	0.3205252943
394	0.3203344509
395	0.3200747856
396	0.3198729718
397	0.3197454471
398	0.3195212601
399	0.3193524497
400	0.3192385247
401	0.3191366189
402	0.3188473143
403	0.3185995242
404	0.3184012287
405	0.3182332183
406	0.318077987
407	0.3178717044
408	0.3176441099
409	0.3174354584
410	0.3172389237
411	0.317092605
412	0.3169851988
413	0.3168072332
414	0.3166088053
415	0.3164172914
416	0.3161958985
417	0.3160523192
418	0.3158507103
419	0.3156785109
420	0.3155917792
421	0.3154133976
422	0.3153104569
423	0.3151885808
424	0.3150278674
425	0.314900134
426	0.314835812
427	0.3147109607
428	0.3145586945
429	0.3143843056
430	0.3142281757
431	0.3140179653
432	0.3139005883
433	0.3137719379
434	0.3135942402
435	0.3134530616
436	0.3132177019
437	0.3130209452
438	0.3128378827
439	0.3126517411
440	0.3123315531
441	0.3122203716
442	0.3121061824
443	0.3119299784
444	0.311807034
445	0.3115876549
446	0.3115149659
447	0.3113661727
448	0.3111962902
449	0.3110495953
450	0.3108559846
451	0.3106998018
452	0.310399856
453	0.3102935259
454	0.3101000579
455	0.309915415
456	0.3097112785
457	0.3095500546
458	0.3094505158
459	0.3093286283
460	0.3092512349
461	0.3091358105
462	0.3089501062
463	0.3088693519
464	0.3087698102
465	0.3086263874
466	0.3084757587
467	0.308322371
468	0.3082363049
469	0.3080554728
470	0.3078083372
471	0.3076536639
472	0.3073838127
473	0.3071230731
474	0.3070337081
475	0.306862624
476	0.306632848
477	0.3064113852
478	0.3063302794
479	0.3061855988
480	0.3060268866
481	0.3059386379
482	0.3058054122
483	0.305624597
484	0.3054941365
485	0.3053552316
486	0.3051718391
487	0.3050761021
488	0.3048799246
489	0.3047419351
490	0.3046235598
491	0.3043715358
492	0.304209234
493	0.3040542473
494	0.3038635103
495	0.3037440099
496	0.303627615
497	0.3035394428
498	0.3033056424
499	0.3032477408
500	0.3030181782
501	0.3028316103
502	0.3027434819
503	0.3025682414
504	0.3024620824
505	0.3023722304
506	0.3022579897
507	0.3021284614
508	0.3019936701
509	0.3018452722
510	0.301574856
511	0.301296349
512	0.3012528107
513	0.3011486818
514	0.301023324
515	0.300936482
516	0.3007729328
517	0.3006279333
518	0.3005447428
519	0.3004484732
520	0.3003421072
521	0.3002734722
522	0.3001751368
523	0.3000014601
524	0.2998715409
525	0.2997498587
526	0.2997175538
527	0.2996042007
528	0.2993951483
529	0.2991688585
530	0.2990146143
531	0.298872543
532	0.2987428002
533	0.298441961
534	0.2983027576
535	0.2980128387
536	0.2978880483
537	0.2977249891
538	0.2976404508
539	0.297473778
540	0.2973745695
541	0.2972327225
542	0.2970939409
543	0.2969594735
544	0.2968135756
545	0.2966394743
546	0.2965404727
547	0.2964483781
548	0.2963790607
549	0.2962651565
550	0.2961753586
551	0.296016785
552	0.2957247991
553	0.2954535537
554	0.2953475962
555	0.2951549392
556	0.2950018189
557	0.2947761531
558	0.2946698252
559	0.2945449844
560	0.2944816882
561	0.2943937965
562	0.294330044
563	0.2941899269
564	0.29398031
565	0.2938265154
566	0.2935698796
567	0.2935333337
568	0.2933291121
569	0.2929899934
570	0.2928768496
571	0.2926765103
572	0.2925869262
573	0.2924088805
574	0.2922221465
575	0.2921323028
576	0.2920586604
577	0.2919368029
578	0.2918136568
579	0.2916831836
580	0.2915295927
581	0.2912860398
582	0.2911528527
583	0.2910845557
584	0.290972302
585	0.2907728543
586	0.2905278913
587	0.290424325
588	0.2903558014
589	0.2902562921
590	0.2901255648
591	0.2899740346
592	0.2898621187
593	0.2896571274
594	0.2893883078
595	0.28928921
596	0.2890285572
597	0.2888529734
598	0.2887327591
599	0.2884892153
600	0.2882432535
601	0.2881517695
602	0.2880228205
603	0.287921834
604	0.2876792657
605	0.2875660778
606	0.2874421524
607	0.2872744742
608	0.2870194096
609	0.2867852419
610	0.2866177898
611	0.2864210293
612	0.2862912683
613	0.2861686445
614	0.2860673663
615	0.285899601
616	0.2857145213
617	0.2856472302
618	0.2855589774
619	0.2853176154
620	0.2852154854
621	0.2851582455
622	0.2850231975
623	0.2849460861
624	0.2848222451
625	0.2847215271
626	0.2845940449
627	0.2845051731
628	0.2844495095
629	0.2843783799
630	0.2842603007
631	0.2841625844
632	0.2840315821
633	0.283921103
634	0.2838358204
635	0.2837526756
636	0.2836213734
637	0.2834701683
638	0.2833968525
639	0.2832963178
640	0.2832119231
641	0.2831198852
642	0.2829820654
643	0.2829283464
644	0.2828540981
645	0.2828089569
646	0.2827112724
647	0.2826348158
648	0.2825179437
649	0.282378251
650	0.2822257033
651	0.2821397906
652	0.2820431838
653	0.2819658353
654	0.2818594013
655	0.2817774681
656	0.2817147449
657	0.2816245483
658	0.2815635358
659	0.2814636443
660	0.28138561
661	0.281326837
662	0.2812616995
663	0.2812055644
664	0.2811496386
665	0.2809407224
666	0.2807897637
667	0.280673068
668	0.2805780405
669	0.2804440094
670	0.2803032946
671	0.2801649987
672	0.2800986001
673	0.2800205961
674	0.2798441303
675	0.2797800244
676	0.2797262458
677	0.2796459228
678	0.2795357062
679	0.2793769524
680	0.2792723271
681	0.279190726
682	0.279107275
683	0.2789777673
684	0.2789175799
685	0.2788558971
686	0.2787819634
687	0.278690407
688	0.2785638205
689	0.2783981987
690	0.2783195127
691	0.2781929599
692	0.278094227
693	0.2780034063
694	0.2778757811
695	0.2778267032
696	0.277711975
697	0.2774687142
698	0.2773756205
699	0.2772334874
700	0.2771773256
701	0.2771352079
702	0.2770356062
703	0.276916376
704	0.2768470621
705	0.2767468232
706	0.2766055362
707	0.276437102
708	0.2763864041
709	0.2763473233
710	0.2762543655
711	0.2760633263
712	0.2758462332
713	0.2757825548
714	0.2756636877
715	0.2756091201
716	0.2755461069
717	0.275405723
718	0.2753183693
719	0.2752119144
720	0.2751163046
721	0.2749877294
722	0.2748116744
723	0.2746014744
724	0.2745166845
725	0.2744631108
726	0.274381606
727	0.2742976545
728	0.2742414862
729	0.2740987522
730	0.2738767102
731	0.2737535436
732	0.2734771482
733	0.2734004858
734	0.2732011351
735	0.2730147529
736	0.272927911
737	0.2728879398
738	0.272781446
739	0.2726572902
740	0.2725211899
741	0.2724205981
742	0.2722473613
743	0.2721278793
744	0.2720380116
745	0.2719128356
746	0.2717922742
747	0.2717305579
748	0.2716344206
749	0.2714869001
750	0.2714048997
751	0.2712257853
752	0.2711174688
753	0.27096188
754	0.2708771177
755	0.2707845354
756	0.270718179
757	0.2706031708
758	0.2704191553
759	0.2702617306
760	0.2701620894
761	0.2701104954
762	0.2699989984
763	0.2699083976
764	0.2697683699
765	0.2695770619
766	0.2694045815
767	0.2693567462
768	0.2692100573
769	0.2691274169
770	0.2690326279
771	0.2689683694
772	0.2689196462
773	0.268834205
774	0.268752159
775	0.2686989282
776	0.2686348076
777	0.2685181648
778	0.268449377
779	0.2682564855
780	0.2680981721
781	0.2680008166
782	0.2679285589
783	0.267861748
784	0.2677070949
785	0.2676283384
786	0.2675817078
787	0.2675095803
788	0.2673162873
789	0.267156665
790	0.2670163217
791	0.2669263115
792	0.2668321698
793	0.2667634188
794	0.2666101389
795	0.26656831
796	0.2664358931
797	0.2663709668
798	0.2662722035
799	0.2660955015
800	0.2659749362
801	0.2658527731
802	0.2657745106
803	0.2657359821
804	0.2656653833
805	0.2655986989
806	0.2655535458
807	0.2655038939
808	0.2654609317
809	0.2653249464
810	0.2652230662
811	0.2650145618
812	0.2649028443
813	0.2647770002
814	0.2647061584
815	0.2646538492
816	0.2645187353
817	0.2643844918
818	0.2643355695
819	0.2642416461
820	0.2641481126
821	0.2640437197
822	0.2639999477
823	0.2639172837
824	0.2638141998
825	0.2636054639
826	0.2635445347
827	0.2635273611
828	0.2633934198
829	0.263352616
830	0.2632805636
831	0.2632124946
832	0.2630328748
833	0.2629377227
834	0.2628428864
835	0.2626670483
836	0.2625813215
837	0.2624680866
838	0.2624421421
839	0.2623629773
840	0.262248605
841	0.2621179746
842	0.2619411799
843	0.2618458342
844	0.2616675747
845	0.261574301
846	0.2614689603
847	0.261433592
848	0.2613252826
849	0.2612549066
850	0.2610979247
851	0.2610039998
852	0.2609394238
853	0.260794325
854	0.2606663647
855	0.2605424524
856	0.2605025507
857	0.2604478777
858	0.2603420892
859	0.2602396276
860	0.2600895978
861	0.2599322085
862	0.2598530572
863	0.2596832088
864	0.2595174775
865	0.259481213
866	0.2594132486
867	0.2592493827
868	0.2591879778
869	0.259099848
870	0.2590342141
871	0.2588712499
872	0.2588259059
873	0.258786194
874	0.2587021521
875	0.2585747989
876	0.2584691302
877	0.2583859742
878	0.2582443048
879	0.2581308876
880	0.2580363506
881	0.2579690618
882	0.2578534831
883	0.2578064919
884	0.2576902993
885	0.2575450812
886	0.257334879
887	0.2572314905
888	0.2571485693
889	0.2570486333
890	0.25702365
891	0.2569470123
892	0.2568911243
893	0.2567366155
894	0.2566255847
895	0.256554478
896	0.2564300031
897	0.2563966459
898	0.2562453473
899	0.2561509704
900	0.2560430819
901	0.256013773
902	0.2558784799
903	0.255823788
904	0.2557483272
905	0.2556685912
906	0.2555831157
907	0.2554972494
908	0.2554458107
909	0.2553722797
910	0.2552744741
911	0.2552204088
912	0.2551367591
913	0.2551038242
914	0.2550601365
915	0.2549860314
916	0.2549443488
917	0.2548534771
918	0.2547911789
919	0.2547470171
920	0.2546515832
921	0.2545895255
922	0.2545357518
923	0.254424696
924	0.254355645
925	0.2541993874
926	0.2541714862
927	0.2541308712
928	0.2540969304
929	0.2540123321
930	0.2539160591
931	0.2538909142
932	0.2538235473
933	0.2537500679
934	0.2535577307
935	0.2534608794
936	0.2534314326
937	0.2533440599
938	0.2532585612
939	0.2531745651
940	0.2531003386
941	0.253078507
942	0.253026906
943	0.2529728673
944	0.2529316384
945	0.2528931046
946	0.2528380686
947	0.2527165725
948	0.2525556284
949	0.2524738725
950	0.2524274774
951	0.2523439411
952	0.2522539918
953	0.252103918
954	0.2520323067
955	0.2519744813
956	0.2519221361
957	0.2518611151
958	0.2516440109
959	0.2516032122
960	0.2515641868
961	0.2515105509
962	0.2514134139
963	0.2512838039
964	0.2512317451
965	0.2511601419
966	0.2510535375
967	0.2508919536
968	0.250752804
969	0.2507127711
970	0.2506031617
971	0.2505397576
972	0.2504158514
973	0.2503426057
974	0.2503090618
975	0.2502766149
976	0.250222426
977	0.2501609938
978	0.2500569073
979	0.250004972
980	0.2499505239
981	0.2498747484
982	0.2497749686
983	0.2497467391
984	0.2496585851
985	0.2495517987
986	0.2494841348
987	0.2493934837
988	0.2493147935
989	0.2491292944
990	0.2490804308
991	0.2490024542
992	0.2489475868
993	0.2488985092
994	0.2488004345
995	0.2487272877
996	0.2486463282
997	0.2485994959
998	0.2485448952
999	0.2484954374
